galfit result file run on 11-14-2014
type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) errpx(pixels) py(pixels) errpy(pixels) mag errmag rad(pixels) errrad(pixels) rad(kpc) errrad(kpc) sersicIndex(n) errsersicIndex(n) b/a errb/a angle(deg) errangle(deg) rff sky
disk VELA03MRP 252357 2.197 2.96825396825 6 F160W 293.6786 3.2372 312.7066 1.2594 22.1479 0.1394 65.1218 2.6400 65.1218 2.64 1.0000 0.0 0.4295 0.0350 86.4937 1.6276 0.771800648934 0.000e+00
other VELA03MRP 252357 2.197 2.96825396825 6 F160W 615.4515 85.0951 333.8650 41.9533 16.2674 6.3346 41296.6133 206992.1250 41296.6133 206992.125 2.5853 2.6422 0.3623 0.0869 -60.6188 4.8978 0.873851964539 0.000e+00
other VELA03MRP 252357 2.197 2.96825396825 6 F160W 367.5953 0.2261 345.3042 0.3244 20.8991 0.0251 37.3716 0.4090 37.3716 0.409 0.9714 0.0252 0.5476 0.0076 12.5727 0.6531 0.81477480035 0.000e+00
bulge VELA03MRP 252357 2.197 2.96825396825 6 F160W 299.8727 0.4260 307.0035 0.2342 19.4797 0.0115 70.8538 0.3823 70.8538 0.3823 0.5180 0.0052 0.7298 0.0032 -36.7988 0.6232 0.762266996775 0.000e+00
disk VELA03MRP 252357 2.197 2.96825396825 7 F160W 302.9650 1.4638 303.1248 0.9769 21.6956 0.0462 75.6844 1.3417 75.6844 1.3417 1.0000 0.0 0.4234 0.0098 57.4346 1.1494 0.771717051428 0.000e+00
other VELA03MRP 252357 2.197 2.96825396825 7 F160W 188.5534 0.0247 472.3107 0.1079 19.7726 0.3614 13105.9385 11439.3232 13105.9385 11439.3232 16.0344 2.2289 0.3492 0.0089 -3.2711 0.7956 0.905416960787 0.000e+00
other VELA03MRP 252357 2.197 2.96825396825 7 F160W 307.7287 0.1561 409.5629 0.1875 21.9675 0.0196 17.5648 0.3012 17.5648 0.3012 0.7042 0.0317 0.3197 0.0059 38.4133 0.5218 0.715609097189 0.000e+00
bulge VELA03MRP 252357 2.197 2.96825396825 7 F160W 296.3092 0.2593 314.9846 0.4325 19.8259 0.0078 109.6852 0.3933 109.6852 0.3933 0.2249 0.0032 0.4458 0.0016 35.3139 0.1930 0.833185754194 0.000e+00
disk VELA03MRP 252357 2.197 2.96825396825 8 F160W 288.6915 0.2175 324.9394 0.2431 19.8539 0.0077 61.7690 0.5408 61.769 0.5408 1.0000 0.0 0.4688 0.0031 39.1304 0.3662 1.38093335569 0.000e+00
other VELA03MRP 252357 2.197 2.96825396825 8 F160W 173.0841 0.3000 320.0735 0.1953 22.7001 0.0323 19.7448 0.7072 19.7448 0.7072 1.7456 0.0904 0.6637 0.0229 65.1015 3.2550 1.15024490398 0.000e+00
other VELA03MRP 252357 2.197 2.96825396825 8 F160W 309.9067 0.0155 401.6809 0.0166 20.2283 2.2970 9.791e-03 4.191e-02 0.009791 0.04191 15.1240 11.9298 0.0520 0.0115 33.2626 0.3752 0 0.000e+00
bulge VELA03MRP 252357 2.197 2.96825396825 8 F160W 293.3392 0.6806 320.4883 0.5601 20.7095 0.0235 147.9469 4.3983 147.9469 4.3983 2.2732 0.1104 0.9578 0.0066 -27.4549 8.7005 0.987799630758 0.000e+00
disk VELA03MRP 253708 2.223 2.93700787402 0 F160W 291.4689 0.1808 289.2844 0.2759 19.5990 0.0059 63.7061 0.2530 63.7061 0.253 1.0000 0.0 0.6509 0.0028 -21.5522 0.3616 0.755775460245 0.000e+00
bulge VELA03MRP 253708 2.223 2.93700787402 0 F160W 203.4707 0.0252 273.4357 0.0071 21.0853 0.2813 2336.0637 1996.5341 2336.0637 1996.5341 17.2548 2.9052 0.5584 0.0145 75.9837 1.7335 0.851924742358 0.000e+00
disk VELA03MRP 253708 2.223 2.93700787402 1 F160W 313.4270 nan 315.9698 nan 19.6737 nan 64.7807 nan 64.7807 nan 1.0000 0.0 0.6734 nan -23.5798 nan 0.802307070916 0.000e+00
bulge VELA03MRP 253708 2.223 2.93700787402 1 F160W 384.8048 nan 437.4525 nan 21.6132 nan 0.0105 nan 0.0105 nan 3.6901 nan 0.0572 nan -58.4343 nan 0 0.000e+00
disk VELA03MRP 253708 2.223 2.93700787402 5 F160W 322.0547 0.1910 300.7911 0.1956 19.8742 0.0056 53.1446 0.1882 53.1446 0.1882 1.0000 0.0 0.7210 0.0026 81.8847 0.4719 0.790159775647 0.000e+00
other VELA03MRP 253708 2.223 2.93700787402 5 F160W 287.4935 0.8255 580.4800 3.2620 16.1514 4.6869 417204.8750 2157409.0000 417204.875 2157409.0 8.3084 4.7454 0.1809 0.0163 -18.1374 0.8676 0.908318889871 0.000e+00
other VELA03MRP 253708 2.223 2.93700787402 5 F160W 234.5540 0.5038 327.8692 0.3107 19.9906 0.0087 102.7557 0.3757 102.7557 0.3757 0.2231 0.0030 0.5319 0.0019 37.0353 0.2112 0.858555641924 0.000e+00
bulge VELA03MRP 253708 2.223 2.93700787402 5 F160W 322.0461 23373150208.0000 299.7088 46032912384.0000 36.1931 5155041280.0000 40516.1641 141144990154752.0000 40516.1641 1.41144990155e+14 1.8476 1434386176.0000 0.3302 71029264.0000 25.1480 3220031232.0000 0.908318889871 0.000e+00
other VELA03MRP 253708 2.223 2.93700787402 6 F160W 330.3181 1.1974 303.9370 0.2930 19.6538 0.0258 65.9034 0.2153 65.9034 0.2153 0.5193 0.0036 0.7548 0.0056 -45.1623 0.8937 0.854369144129 0.000e+00
other VELA03MRP 253708 2.223 2.93700787402 6 F160W 252.3034 0.1348 148.5058 0.0125 23.0835 0.8256 1508.9109 3913.6685 1508.9109 3913.6685 19.9997 9.6652 0.4475 0.0368 -83.7901 3.0546 0.934623877059 0.000e+00
disk VELA03MRP 253708 2.223 2.93700787402 6 F160W 277.0577 0.2477 318.2221 0.2904 20.2430 0.0718 43.2178 0.8596 43.2178 0.8596 1.0000 0.0 0.7173 0.0072 -32.2338 1.0865 0.931652937569 0.000e+00
bulge VELA03MRP 253708 2.223 2.93700787402 6 F160W 277.0576 0.0970 318.2223 0.1025 20.2430 0.0314 43.2174 0.3772 43.2174 0.3772 2.5000 0.0659 1.0000 0.0068 -38.1004 72710.9141 0.940994940371 0.000e+00
disk VELA03MRP 253708 2.223 2.93700787402 7 F160W 287.7368 0.0238 310.0541 0.0354 19.7261 0.0003 72.1184 0.0100 72.1184 0.01 1.0000 0.0 0.5479 0.0009 55.0491 0.0016 0.805361852954 0.000e+00
bulge VELA03MRP 253708 2.223 2.93700787402 7 F160W -10.2483 0.0156 164.2971 0.0163 20.2195 0.0005 12952.7783 0.0000 12952.7783 0.0 0.0313 0.0038 5.882e-03 2.062e-04 -46.1267 0.1781 1.64719668941 0.000e+00
disk VELA03MRP 253708 2.223 2.93700787402 8 F160W 288.5402 0.3792 307.1610 0.2342 20.1902 0.0097 73.0786 0.3344 73.0786 0.3344 1.0000 0.0 0.5644 0.0031 67.0654 0.3702 0.779538774752 0.000e+00
bulge VELA03MRP 253708 2.223 2.93700787402 8 F160W 253.5950 0.3647 352.6200 0.4562 20.0444 0.0092 131.4966 0.5172 131.4966 0.5172 0.1394 0.0027 0.3968 0.0014 36.6243 0.1480 0.867302416814 0.000e+00
disk VELA03MRP 255033 2.236 2.92156862745 0 F160W 304.0627 0.1806 299.8784 0.2144 19.5612 0.0064 55.5193 0.2395 55.5193 0.2395 1.0000 0.0 0.6629 0.0031 -0.1736 0.3717 0.692064774231 0.000e+00
other VELA03MRP 255033 2.236 2.92156862745 0 F160W 218.9181 0.1382 234.7119 0.2725 20.3500 0.0097 45.5426 0.3691 45.5426 0.3691 1.1758 0.0163 0.4815 0.0043 -26.1034 0.3900 0.796342497117 0.000e+00
bulge VELA03MRP 255033 2.236 2.92156862745 0 F160W 306.2490 0.2872 298.9402 0.2154 21.4117 0.6928 1818.6091 3443.1235 1818.6091 3443.1235 12.1152 4.8743 0.5414 0.0356 72.6816 2.2036 0.845385583115 0.000e+00
other VELA03MRP 255033 2.236 2.92156862745 1 F160W 327.1060 0.2221 340.3802 0.1696 20.8268 0.0124 51.4296 0.5295 51.4296 0.5295 2.3456 0.0534 0.7672 0.0092 59.6946 1.3410 0.728377014981 0.000e+00
other VELA03MRP 255033 2.236 2.92156862745 1 F160W 398.3371 0.1083 401.8152 0.1686 20.8194 0.0101 27.8568 0.3310 27.8568 0.331 1.4271 0.0274 0.5290 0.0065 -34.2782 0.6256 0.72012073977 0.000e+00
disk VELA03MRP 255033 2.236 2.92156862745 1 F160W 301.2286 0.2160 295.1159 0.5358 20.7080 0.0194 50.0010 0.2756 50.001 0.2756 1.0000 0.0 0.3372 0.0054 -19.6495 0.2746 0.645193186887 0.000e+00
bulge VELA03MRP 255033 2.236 2.92156862745 1 F160W 273.4557 0.2341 274.2013 0.4552 20.1135 0.0078 64.3893 0.3245 64.3893 0.3245 0.4099 0.0057 0.7825 0.0042 33.7035 1.2061 0.732792169111 0.000e+00
bulge VELA03MRP 255033 2.236 2.92156862745 5 F160W 201.6252 1.0674 296.9720 0.9077 21.0606 0.0159 83.9192 0.6730 83.9192 0.673 0.3146 0.0115 0.3315 0.0039 48.2029 0.2216 0.825457767271 0.000e+00
disk VELA03MRP 255033 2.236 2.92156862745 5 F160W 309.9630 0.1759 290.7938 0.1937 19.5739 0.0061 50.0043 0.2135 50.0043 0.2135 1.0000 0.0 0.8322 0.0034 -72.4841 0.7303 0.712677518945 0.000e+00
other VELA03MRP 255033 2.236 2.92156862745 5 F160W 203.8337 0.1957 375.7123 0.1390 20.8152 0.0113 40.5518 0.3483 40.5518 0.3483 1.0978 0.0225 0.3933 0.0048 60.4402 0.3155 0.806942347343 0.000e+00
other VELA03MRP 255033 2.236 2.92156862745 5 F160W 324.8077 4.7235 619.4205 6.8021 20.5755 1.9376 9323.1143 53583.6289 9323.1143 53583.6289 19.8425 31.9734 0.1876 0.0090 -35.8454 0.7660 0.856317990865 0.000e+00
other VELA03MRP 255033 2.236 2.92156862745 6 F160W 373.4323 0.1207 446.5108 0.0227 22.4540 1.9037 4056.7080 20758.1523 4056.708 20758.1523 19.9999 15.8714 0.4662 0.0449 -84.1398 3.0048 1.06498697997 0.000e+00
other VELA03MRP 255033 2.236 2.92156862745 6 F160W 274.5022 0.1904 153.5618 0.2211 22.4710 5.0905 9389.5225 111798.8516 9389.5225 111798.8516 18.4288 30.8097 0.6971 0.1030 87.0478 11.7355 1.06498697997 0.000e+00
disk VELA03MRP 255033 2.236 2.92156862745 6 F160W 309.1386 0.2231 305.1028 0.1812 19.1646 0.0131 56.5288 0.2693 56.5288 0.2693 1.0000 0.0 0.8148 0.0042 -57.1753 1.1350 1.03199992082 0.000e+00
bulge VELA03MRP 255033 2.236 2.92156862745 6 F160W 310.0927 0.0673 304.6523 0.0580 19.1478 0.0109 56.5871 0.6999 56.5871 0.6999 2.3475 0.0261 0.9857 0.0036 -82.0199 11.7751 1.01844700951 0.000e+00
other VELA03MRP 255033 2.236 2.92156862745 7 F160W 223.3429 0.1937 424.3608 0.2504 20.9686 0.0145 41.1441 0.6720 41.1441 0.672 0.9709 0.0286 0.3959 0.0060 37.7184 0.5310 0.852911632366 0.000e+00
other VELA03MRP 255033 2.236 2.92156862745 7 F160W 300.5830 1.0264 341.4176 0.6665 23.4758 11.2541 9745.8359 327963.8750 9745.8359 327963.875 19.9970 118.6014 0.1237 0.0530 54.1326 3.8947 0.986958746657 0.000e+00
disk VELA03MRP 255033 2.236 2.92156862745 7 F160W 292.5383 0.2754 297.9256 0.2391 19.7640 0.0181 71.8409 0.3518 71.8409 0.3518 1.0000 0.0 0.5080 0.0033 62.9403 0.2891 1.10619266626 0.000e+00
bulge VELA03MRP 255033 2.236 2.92156862745 7 F160W 292.7470 0.0545 295.8817 0.0556 19.6606 0.0131 68.7608 0.7636 68.7608 0.7636 2.7427 0.0314 0.9695 0.0034 -62.2222 7.2575 0.98428321565 0.000e+00
other VELA03MRP 255033 2.236 2.92156862745 8 F160W 217.5015 0.2290 418.8608 0.2448 20.8907 0.0120 40.8540 0.5220 40.854 0.522 1.2420 0.0249 0.5227 0.0052 41.6010 0.5102 0.837433665632 0.000e+00
bulge VELA03MRP 255033 2.236 2.92156862745 8 F160W 292.7229 0.3436 350.3038 0.3205 21.3094 0.0292 39.4139 1.4671 39.4139 1.4671 0.9642 0.0381 0.2783 0.0054 48.0333 0.4216 0.825915676308 0.000e+00
disk VELA03MRP 255033 2.236 2.92156862745 8 F160W 300.4734 0.2018 287.8883 0.1980 19.6881 0.0062 62.3768 0.2126 62.3768 0.2126 1.0000 0.0 0.6240 0.0026 72.2493 0.3635 0.748642593953 0.000e+00
other VELA03MRP 255033 2.236 2.92156862745 8 F160W 280.8575 225.5450 442.9854 304.4571 22.6321 1.9166 1071.4664 1994.1660 1071.4664 1994.166 0.5537 0.1124 0.1163 0.2156 -36.7750 2.2793 0.860152587761 0.000e+00
other VELA03MRP 256422 2.249 2.90625 0 F160W 378.2162 0.4690 320.5683 0.6525 20.7486 0.0118 69.0745 0.5506 69.0745 0.5506 0.4096 0.0091 0.5239 0.0041 -6.6339 0.4039 0.787038051393 0.000e+00
disk VELA03MRP 256422 2.249 2.90625 0 F160W 300.4022 0.1476 306.1446 0.1975 19.5239 0.0064 54.5236 0.2345 54.5236 0.2345 1.0000 0.0 0.6235 0.0026 -9.0106 0.4996 0.641495277805 0.000e+00
other VELA03MRP 256422 2.249 2.90625 0 F160W 246.8547 0.2100 222.8820 0.3166 20.6306 0.0102 50.2285 0.3083 50.2285 0.3083 0.8321 0.0150 0.4826 0.0049 -32.2214 0.4930 0.846345633002 0.000e+00
bulge VELA03MRP 256422 2.249 2.90625 0 F160W 368.5673 97.5951 275.9676 5.7119 20.9006 0.9490 2454.9629 2221.0447 2454.9629 2221.0447 1.0387 0.1703 0.1290 0.1175 88.9484 1.2949 0.821957352457 0.000e+00
disk VELA03MRP 256422 2.249 2.90625 1 F160W 305.5661 0.1830 314.0479 0.2498 19.7083 0.0065 61.3554 0.2150 61.3554 0.215 1.0000 0.0 0.4886 0.0035 -36.1789 0.2370 0.727275739898 0.000e+00
bulge VELA03MRP 256422 2.249 2.90625 1 F160W 256.3287 0.4307 271.9732 0.3555 20.2240 0.0122 67.8502 0.4300 67.8502 0.43 0.6179 0.0068 0.6888 0.0043 51.4699 0.4495 0.744103156608 0.000e+00
disk VELA03MRP 256422 2.249 2.90625 6 F160W 306.4868 0.0930 309.2185 0.1051 18.9636 0.0039 48.0436 0.1058 48.0436 0.1058 1.0000 0.0 0.8392 0.0025 -38.6209 0.6922 0.622405892172 0.000e+00
bulge VELA03MRP 256422 2.249 2.90625 6 F160W -73.4680 831.3538 -40.7504 885.2247 21.5215 1.3888 1118.2897 1271.8774 1118.2897 1271.8774 0.6952 0.8312 0.5325 0.3014 -8.6842 73.2352 0.763916362699 0.000e+00
disk VELA03MRP 256422 2.249 2.90625 7 F160W 300.9199 0.1885 301.2366 0.2350 19.4390 0.0050 68.6354 0.2165 68.6354 0.2165 1.0000 0.0 0.5274 0.0019 46.0405 0.2324 0.74890864506 0.000e+00
other VELA03MRP 256422 2.249 2.90625 7 F160W 229.1126 0.0290 269.6714 1.9366 24.5027 80.4614 5.244e-03 8.161e-01 0.005244 0.8161 15.1239 433.1189 0.0331 0.1199 -3.4062 8.4017 0 0.000e+00
bulge VELA03MRP 256422 2.249 2.90625 7 F160W 294.3602 1.1581 228.2757 0.5028 21.1844 0.0168 63.3199 0.6145 63.3199 0.6145 0.5493 0.0130 0.5185 0.0072 83.0255 0.6750 0.732816455193 0.000e+00
disk VELA03MRP 256422 2.249 2.90625 8 F160W 296.9964 0.1929 303.0025 0.2783 19.7092 0.0071 71.5122 0.2705 71.5122 0.2705 1.0000 0.0 0.4598 0.0021 38.5429 0.2202 0.711827219723 0.000e+00
bulge VELA03MRP 256422 2.249 2.90625 8 F160W 317.4561 0.4088 269.0661 0.3996 20.1190 0.0123 87.0014 0.5765 87.0014 0.5765 0.3210 0.0049 0.7060 0.0036 78.8579 0.7573 0.735521834072 0.000e+00
disk VELA03MRP 257712 2.275 2.87596899225 0 F160W 295.9335 0.1523 299.7780 0.2454 18.9999 0.0046 64.1548 0.1863 64.1548 0.1863 1.0000 0.0 0.6196 0.0019 -9.5038 0.2655 0.657897401023 0.000e+00
bulge VELA03MRP 257712 2.275 2.87596899225 0 F160W 290.7742 0.2139 319.0668 0.2731 21.5521 0.0364 47.0993 1.1790 47.0993 1.179 2.4009 0.0708 0.1825 0.0060 -37.9490 0.3689 0.598802491218 0.000e+00
disk VELA03MRP 257712 2.275 2.87596899225 1 F160W 305.7270 0.1837 317.2245 0.3154 19.2721 0.0105 68.5820 0.1978 68.582 0.1978 1.0000 0.0 0.4236 0.0025 -27.7868 0.1611 0.917960341125 0.000e+00
other VELA03MRP 257712 2.275 2.87596899225 1 F160W 198.6403 0.4539 274.2794 0.8396 20.9628 0.0168 64.8209 0.7507 64.8209 0.7507 0.3087 0.0116 0.4697 0.0058 -15.0745 0.4746 0.955551976091 0.000e+00
other VELA03MRP 257712 2.275 2.87596899225 1 F160W 348.6067 0.1205 349.4453 0.0762 22.1244 2.7617 2658.7832 20751.3516 2658.7832 20751.3516 19.9996 25.1951 0.7594 0.1387 -48.3777 33.5422 0.971260601771 0.000e+00
bulge VELA03MRP 257712 2.275 2.87596899225 1 F160W 305.4025 0.0734 316.0552 0.1013 19.2591 0.0100 64.7943 0.7894 64.7943 0.7894 2.5534 0.0292 0.9615 0.0045 -78.5546 5.2760 0.907316131441 0.000e+00
disk VELA03MRP 257712 2.275 2.87596899225 5 F160W 305.6637 0.1432 305.8650 0.1188 19.0013 0.0046 64.8917 0.1594 64.8917 0.1594 1.0000 0.0 0.5775 0.0019 60.2422 0.1372 0.700259691521 0.000e+00
other VELA03MRP 257712 2.275 2.87596899225 5 F160W 444.9086 0.4736 523.3912 0.6053 22.9857 0.0270 35.1914 0.6906 35.1914 0.6906 0.5324 0.0259 0.8571 0.0143 -34.6773 5.0502 0.774688106175 0.000e+00
bulge VELA03MRP 257712 2.275 2.87596899225 5 F160W 323.2512 0.6507 236.5228 0.5341 21.8575 0.4537 1832.2468 1594.6558 1832.2468 1594.6558 7.0352 1.6315 0.1765 0.0096 -44.2261 0.5824 0.816072321319 0.000e+00
disk VELA03MRP 257712 2.275 2.87596899225 6 F160W 299.1810 0.1008 310.9216 0.1093 18.7871 0.0039 46.6573 0.0958 46.6573 0.0958 1.0000 0.0 0.8792 0.0027 -30.2712 0.7838 0.600691390176 0.000e+00
bulge VELA03MRP 257712 2.275 2.87596899225 6 F160W 280.4106 0.1190 317.9031 0.1993 21.3341 1.1750 7294.7749 26072.2031 7294.7749 26072.2031 19.3707 11.4907 0.3102 0.0235 50.0868 1.1267 0.761014102917 0.000e+00
other VELA03MRP 257712 2.275 2.87596899225 7 F160W 328.6906 0.4290 261.3984 0.5116 19.9538 0.0116 90.0286 0.4814 90.0286 0.4814 0.1948 0.0033 0.7729 0.0044 45.1345 0.7626 0.781171542077 0.000e+00
disk VELA03MRP 257712 2.275 2.87596899225 7 F160W 299.3956 53.9094 280.3140 62.2366 21.1706 1.1722 1595.6569 1205.7393 1595.6569 1205.7393 1.0000 0.0 0.2567 0.1706 -33.2816 2.5269 0.846561781936 0.000e+00
bulge VELA03MRP 257712 2.275 2.87596899225 7 F160W 296.2815 0.2707 327.0496 0.5214 19.3514 0.0061 83.3720 0.2802 83.372 0.2802 0.5452 0.0053 0.3796 0.0019 28.4804 0.1322 0.727994031351 0.000e+00
other VELA03MRP 257712 2.275 2.87596899225 7 F160W 217.9266 4.7757 338.5157 4.7704 21.4022 4.7016 1840.9304 9478.3408 1840.9304 9478.3408 4.2307 5.1628 0.5984 0.0725 -39.1345 6.4353 0.846561781936 0.000e+00
disk VELA03MRP 257712 2.275 2.87596899225 8 F160W 309.3415 0.0219 304.2292 0.0204 19.0820 0.0000 70.1656 0.0718 70.1656 0.0718 1.0000 0.0 0.5005 0.0005 34.3187 0.0310 0.724996845692 0.000e+00
bulge VELA03MRP 257712 2.275 2.87596899225 8 F160W -102.8983 0.0148 -31.2584 0.0182 21.6768 0.0017 1174.0619 0.0000 1174.0619 0.0 0.0599 0.0150 0.1027 0.0013 -50.8436 0.2273 43.6094185561 0.000e+00
other VELA03MRP 259077 2.288 2.861003861 0 F160W 583.9591 1.1224 196.1983 0.4670 22.1869 0.0325 81.4265 4.7468 81.4265 4.7468 1.4903 0.0694 0.4261 0.0194 84.0634 1.0141 0.7892226882 0.000e+00
disk VELA03MRP 259077 2.288 2.861003861 0 F160W 297.3832 0.1455 286.1681 0.1105 18.8086 0.0039 51.7822 0.0914 51.7822 0.0914 1.0000 0.0 0.8370 0.0021 87.2235 0.5818 0.56815095767 0.000e+00
bulge VELA03MRP 259077 2.288 2.861003861 0 F160W 300.9050 0.0402 299.5835 0.0558 21.5899 0.0256 5.9484 0.2102 5.9484 0.2102 1.4352 0.0459 0.7480 0.0146 -8.0262 2.8948 0.234860761941 0.000e+00
disk VELA03MRP 259077 2.288 2.861003861 1 F160W 293.0581 0.1019 271.9488 0.3078 19.1721 0.0052 78.7617 0.2850 78.7617 0.285 1.0000 0.0 0.3610 0.0018 -10.3287 0.1103 0.726436264376 0.000e+00
bulge VELA03MRP 259077 2.288 2.861003861 1 F160W 274.6479 0.3249 214.8209 0.3200 20.3286 0.0157 56.7962 0.4777 56.7962 0.4777 1.0327 0.0098 0.7136 0.0070 -81.0182 0.8572 0.777810482754 0.000e+00
disk VELA03MRP 259077 2.288 2.861003861 5 F160W 292.4564 0.1095 268.1988 0.1915 18.8943 0.0041 68.8370 0.1669 68.837 0.1669 1.0000 0.0 0.5720 0.0016 27.4507 0.1541 0.765198100058 0.000e+00
bulge VELA03MRP 259077 2.288 2.861003861 5 F160W 486.4094 76426486311026688.0000 -68.4867 3790130397577216.0000 18.5068 11238388594114560.0000 1.000e-02 2.828e+13 0.01 2.828e+13 7.3943 1538165630304256.0000 0.0500 5220209786880.0000 86.3633 111706411892736.0000 0 0.000e+00
disk VELA03MRP 259077 2.288 2.861003861 6 F160W 310.4875 0.0883 289.7355 0.0957 18.4404 0.0029 52.1649 0.0904 52.1649 0.0904 1.0000 0.0 0.8727 0.0017 -46.3374 0.5172 0.733182378554 0.000e+00
bulge VELA03MRP 259077 2.288 2.861003861 6 F160W 290.9676 684932032.0000 305.3303 81686096.0000 39.0400 103323904.0000 32759.1387 4951336026112.0000 32759.1387 4.95133602611e+12 5.7594 252789888.0000 0.0740 808829.8125 89.2602 20475474.0000 0.834154474658 0.000e+00
disk VELA03MRP 259077 2.288 2.861003861 7 F160W 291.5446 0.1169 259.9566 0.2312 18.8605 0.0040 78.9320 0.2167 78.932 0.2167 1.0000 0.0 0.5267 0.0014 21.6116 0.1398 0.856668596082 0.000e+00
bulge VELA03MRP 259077 2.288 2.861003861 7 F160W 299.5899 315860608.0000 310.1132 129728384.0000 31.6566 202288112.0000 825153.6875 163986230214656.0000 825153.6875 1.63986230215e+14 5.6360 158740720.0000 0.2195 779962.1250 69.5293 28203654.0000 0.869123351364 0.000e+00
disk VELA03MRP 259077 2.288 2.861003861 8 F160W 292.8560 0.1307 265.6228 0.2159 19.0821 0.0038 76.4980 0.2062 76.498 0.2062 1.0000 0.0 0.5053 0.0016 22.5537 0.1303 0.797870219377 0.000e+00
bulge VELA03MRP 259077 2.288 2.861003861 8 F160W 8.4614 96.3536 184.3073 29.9936 19.6251 1.7583 8613.6621 14795.7393 8613.6621 14795.7393 2.3001 1.3635 0.1129 0.0300 -72.6009 1.3287 0.842802134401 0.000e+00
disk VELA03MRP 260481 2.301 2.84615384615 0 F160W 290.5778 0.1491 329.9582 0.2110 19.2092 0.0049 57.5668 0.1783 57.5668 0.1783 1.0000 0.0 0.6153 0.0024 15.1211 0.3000 0.698121442027 0.000e+00
bulge VELA03MRP 260481 2.301 2.84615384615 0 F160W 326.7084 0.3624 383.5110 0.3751 20.2486 0.0127 55.8829 0.7713 55.8829 0.7713 1.0792 0.0167 0.7839 0.0095 4.6443 1.2310 0.831542106347 0.000e+00
other VELA03MRP 260481 2.301 2.84615384615 1 F160W 310.5503 16.2887 194.3607 14.5340 16.8365 1.8145 57544.6758 100775.1875 57544.6758 100775.1875 3.5148 1.4722 0.1198 0.0163 48.4687 0.7627 0.794792640454 0.000e+00
other VELA03MRP 260481 2.301 2.84615384615 1 F160W 248.8493 0.4667 214.6924 0.6538 19.3937 0.0106 74.5133 0.5764 74.5133 0.5764 0.6595 0.0060 0.6248 0.0056 -34.6329 0.2481 0.722864196301 0.000e+00
disk VELA03MRP 260481 2.301 2.84615384615 1 F160W 301.4706 0.1385 294.1084 0.3062 19.7215 0.0146 53.9337 0.3495 53.9337 0.3495 1.0000 0.0 0.4463 0.0032 -22.8663 0.2158 0.567651485783 0.000e+00
bulge VELA03MRP 260481 2.301 2.84615384615 1 F160W 304.8330 0.0839 299.9334 0.0745 21.5884 0.0173 7.9769 0.1186 7.9769 0.1186 0.4151 0.0178 0.5974 0.0091 61.4089 1.2809 0.404454634981 0.000e+00
disk VELA03MRP 260481 2.301 2.84615384615 5 F160W 306.0595 0.0841 307.5089 0.1054 21.1589 0.0160 11.7894 0.1516 11.7894 0.1516 1.0000 0.0 0.6132 0.0075 -38.1905 1.3066 0.441668220968 0.000e+00
other VELA03MRP 260481 2.301 2.84615384615 5 F160W 361.8093 0.1759 228.4704 0.1671 19.9802 0.0105 62.6067 0.4414 62.6067 0.4414 1.5599 0.0182 0.6119 0.0029 46.7117 0.4046 0.79974155218 0.000e+00
bulge VELA03MRP 260481 2.301 2.84615384615 5 F160W 324.6210 0.2456 291.2861 0.2503 19.3396 0.0053 64.0094 0.2214 64.0094 0.2214 0.5664 0.0049 0.6003 0.0024 70.1211 0.2685 0.614030858949 0.000e+00
disk VELA03MRP 260481 2.301 2.84615384615 6 F160W 286.6145 0.2227 287.4222 0.1451 18.9698 0.0078 49.1447 0.1496 49.1447 0.1496 1.0000 0.0 0.7191 0.0030 -50.4569 0.3905 0.615350081361 0.000e+00
bulge VELA03MRP 260481 2.301 2.84615384615 6 F160W 257.4496 0.1774 275.9407 0.2071 20.4834 0.0316 44.8399 0.5451 44.8399 0.5451 2.1016 0.0389 0.8155 0.0086 40.3898 1.9421 0.628209795523 0.000e+00
disk VELA03MRP 260481 2.301 2.84615384615 7 F160W 306.5786 0.0934 303.8725 0.0667 20.8685 0.0125 11.7093 0.1507 11.7093 0.1507 1.0000 0.0 0.7045 0.0081 -57.3742 1.4146 0.436830876675 0.000e+00
bulge VELA03MRP 260481 2.301 2.84615384615 7 F160W 330.0069 0.1707 244.1257 0.3267 18.9959 0.0046 92.2065 0.3159 92.2065 0.3159 0.5339 0.0034 0.4956 0.0015 29.5361 0.1356 0.668427959793 0.000e+00
other VELA03MRP 260481 2.301 2.84615384615 7 F160W 315.7809 34.6357 131.5786 31.5058 19.3627 0.6069 2904.5662 1499.2974 2904.5662 1499.2974 1.4737 0.3486 0.3316 0.0770 -48.7737 2.0391 0.806894532829 0.000e+00
disk VELA03MRP 260481 2.301 2.84615384615 8 F160W 334.2048 0.0327 244.7097 0.0449 18.5968 0.0008 76.7518 0.0853 76.7518 0.0853 1.0000 0.0 0.5760 0.0009 31.1407 0.0381 0.898850581482 0.000e+00
bulge VELA03MRP 260481 2.301 2.84615384615 8 F160W 835.4555 23996014592.0000 -324.4304 28351588352.0000 24.0778 185152.6719 4318.8296 12541129.0000 4318.8296 12541129.0 0.1223 1250708.1250 0.9711 140155.0312 -60.4375 35257757696.0000 0.90880451848 0.000e+00
